"id","mszoning","lotfrontage","lotarea","lotshape","landcontour","lotconfig","landslope","neighborhood","condition1","bldgtype","housestyle","overallqual","overallcond","yearbuilt","yearremodadd","roofstyle","exterior1st","exterior2nd","masvnrtype","masvnrarea","exterqual","extercond","foundation","bsmtqual","bsmtcond","bsmtexposure","bsmtfintype1","bsmtfinsf1","bsmtfintype2","bsmtunfsf","totalbsmtsf","heating","heatingqc","electrical","x1stflrsf","x2ndflrsf","grlivarea","bsmtfullbath","fullbath","halfbath","bedroomabvgr","kitchenqual","totrmsabvgrd","functional","fireplaces","fireplacequ","garagetype","garageyrblt","garagefinish","garagecars","garagearea","wooddecksf","openporchsf","enclosedporch","fence","miscfeature","saletype","salecondition","saleprice","sale_date","total_baths"
61,"RL",63,13072,"Reg","Lvl","Inside","Gtl","SawyerW","RRAe","1Fam","1Story",6,5,2004,2004,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",941,"Unf",217,1158,"GasA","Ex","SBrkr",1158,0,1158,1,1,1,3,"Gd",5,"Typ",0,NA,"Detchd",2006,"Unf",2,576,0,50,0,NA,NA,"New","Partial",158000,2006-05-01,1.5
62,"RM",60,7200,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","2.5Unf",5,7,1920,1996,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",530,530,"GasA","TA","SBrkr",581,530,1111,0,1,0,3,"Fa",6,"Typ",0,NA,"Detchd",1935,"Unf",1,288,0,0,144,NA,NA,"WD","Normal",101000,2007-03-01,1
63,"RL",44,6442,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","TwnhsE","1Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","Stone",178,"Gd","TA","PConc","Gd","Gd","Mn","GLQ",24,"Unf",1346,1370,"GasA","Ex","SBrkr",1370,0,1370,0,2,0,2,"Gd",6,"Typ",1,"Gd","Attchd",2006,"RFn",2,484,120,49,0,NA,NA,"WD","Normal",202500,2007-10-01,2
64,"RM",50,10300,"IR1","Bnk","Inside","Gtl","OldTown","RRAn","1Fam","2Story",7,6,1921,1950,"Gable","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",576,576,"GasA","Gd","SBrkr",902,808,1710,0,2,0,3,"TA",9,"Typ",0,NA,"Detchd",1990,"Unf",2,480,12,11,64,"GdPrv",NA,"WD","Normal",140000,2010-04-01,2
65,"RL",21,9375,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,1997,1998,"Gable","VinylSd","VinylSd","BrkFace",573,"TA","TA","PConc","Gd","TA","No","GLQ",739,"Unf",318,1057,"GasA","Ex","SBrkr",1057,977,2034,1,2,1,3,"Gd",8,"Typ",0,NA,"Attchd",1998,"RFn",2,645,576,36,0,"GdPrv",NA,"WD","Normal",219500,2009-02-01,2.5
66,"RL",76,9591,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2004,2005,"Gable","VinylSd","VinylSd","BrkFace",344,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",1143,1143,"GasA","Ex","SBrkr",1143,1330,2473,0,2,1,4,"Gd",9,"Typ",1,"Gd","BuiltIn",2004,"RFn",3,852,192,151,0,NA,NA,"WD","Normal",317000,2007-10-01,2.5
67,"RL",21,19900,"Reg","Lvl","Inside","Gtl","NAmes","PosA","1Fam","1Story",7,5,1970,1989,"Gable","Plywood","Plywood","BrkFace",287,"TA","TA","CBlock","Gd","TA","Gd","GLQ",912,"Unf",1035,1947,"GasA","TA","SBrkr",2207,0,2207,1,2,0,3,"TA",7,"Min1",1,"Gd","Attchd",1970,"RFn",2,576,301,0,0,NA,NA,"WD","Normal",180000,2010-07-01,2
68,"RL",72,10665,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2003,2003,"Gable","VinylSd","VinylSd","BrkFace",167,"Gd","TA","PConc","Gd","TA","Av","GLQ",1013,"Unf",440,1453,"GasA","Ex","SBrkr",1479,0,1479,1,2,0,3,"Gd",7,"Typ",0,NA,"Attchd",2003,"RFn",2,558,144,29,0,NA,NA,"WD","Normal",226000,2007-06-01,2
69,"RM",47,4608,"Reg","Lvl","Corner","Gtl","OldTown","Artery","1Fam","1Story",4,6,1945,1950,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",747,747,"GasA","TA","SBrkr",747,0,747,0,1,0,2,"TA",4,"Typ",0,NA,"Attchd",1945,"Unf",1,220,0,0,0,NA,NA,"WD","Normal",80000,2010-06-01,1
70,"RL",81,15593,"Reg","Lvl","Corner","Gtl","ClearCr","Norm","1Fam","1.5Fin",7,4,1953,1953,"Gable","BrkFace","AsbShng","None",0,"Gd","TA","CBlock","TA","TA","No","BLQ",603,"Unf",701,1304,"GasW","TA","SBrkr",1304,983,2287,0,2,0,3,"TA",7,"Typ",1,"TA","Attchd",1953,"Fin",2,667,0,21,114,NA,NA,"WD","Normal",225000,2006-07-01,2
71,"RL",95,13651,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",7,6,1973,1973,"Gable","Plywood","Plywood","BrkFace",0,"TA","Gd","CBlock","Gd","TA","Gd","ALQ",1880,"Unf",343,2223,"GasA","Ex","SBrkr",2223,0,2223,1,2,0,3,"TA",8,"Typ",2,"Gd","Attchd",1973,"Fin",2,516,300,0,0,NA,NA,"WD","Normal",244000,2007-02-01,2
72,"RL",69,7599,"Reg","Lvl","Corner","Gtl","Mitchel","Norm","1Fam","1Story",4,6,1982,2006,"Gable","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",565,"Unf",280,845,"GasA","TA","SBrkr",845,0,845,1,1,0,2,"TA",4,"Typ",0,NA,"Detchd",1987,"Unf",2,360,0,0,0,NA,NA,"WD","Normal",129500,2007-06-01,1
73,"RL",74,10141,"IR1","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story",7,5,1998,1998,"Gable","VinylSd","VinylSd","BrkFace",40,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",832,832,"GasA","Gd","SBrkr",885,833,1718,0,2,1,3,"TA",7,"Typ",1,"TA","Attchd",1998,"Fin",2,427,0,94,0,NA,NA,"WD","Normal",185000,2009-12-01,2.5
74,"RL",85,10200,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,1954,2003,"Gable","Wd Sdng","Wd Sdng","BrkFace",104,"TA","TA","CBlock","TA","TA","No","ALQ",320,"BLQ",404,1086,"GasA","Gd","SBrkr",1086,0,1086,1,1,0,3,"TA",6,"Typ",0,NA,"Attchd",1989,"Unf",2,490,0,0,0,"GdWo",NA,"WD","Normal",144900,2010-05-01,1
75,"RM",60,5790,"Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","2Story",3,6,1915,1950,"Gambrel","VinylSd","VinylSd","None",0,"Gd","Gd","CBlock","Fa","TA","No","Unf",0,"Unf",840,840,"GasA","Gd","SBrkr",840,765,1605,0,2,0,3,"TA",8,"Typ",0,NA,"Detchd",1915,"Unf",1,379,0,0,202,NA,NA,"WD","Normal",107400,2010-05-01,2
76,"RM",21,1596,"Reg","Lvl","Inside","Gtl","MeadowV","Norm","Twnhs","SLvl",4,5,1973,1973,"Gable","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",462,"Unf",0,462,"GasA","TA","SBrkr",526,462,988,1,1,0,2,"TA",5,"Typ",0,NA,"BuiltIn",1973,"Unf",1,297,120,101,0,"GdWo",NA,"WD","Normal",91000,2009-11-01,1
77,"RL",21,8475,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",4,7,1956,1956,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",228,"Unf",724,952,"GasA","Ex","FuseA",952,0,952,0,1,0,2,"TA",4,"Typ",0,NA,"Detchd",1956,"Unf",1,283,0,0,0,NA,NA,"WD","Normal",135750,2008-04-01,1
78,"RM",50,8635,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",5,5,1948,2001,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",336,"GLQ",295,672,"GasA","TA","SBrkr",1072,213,1285,1,1,0,2,"TA",6,"Min1",0,NA,"Detchd",1948,"Unf",1,240,0,0,0,"MnPrv",NA,"WD","Normal",127000,2008-01-01,1
79,"RL",72,10778,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","Duplex","1Story",4,5,1968,1968,"Hip","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",1768,1768,"GasA","TA","SBrkr",1768,0,1768,0,2,0,4,"TA",8,"Typ",0,NA,NA,1900,NA,0,0,0,0,0,NA,NA,"WD","Normal",136500,2010-04-01,2
80,"RM",60,10440,"Reg","Lvl","Corner","Gtl","OldTown","Norm","1Fam","2Story",5,6,1910,1981,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",440,440,"GasA","Gd","SBrkr",682,548,1230,0,1,1,2,"TA",5,"Typ",0,NA,"Detchd",1966,"Unf",2,440,74,0,128,"MnPrv",NA,"WD","Normal",110000,2009-05-01,1.5
81,"RL",100,13000,"Reg","Lvl","Corner","Gtl","NAmes","Norm","1Fam","2Story",6,6,1968,1968,"Gable","VinylSd","VinylSd","BrkFace",576,"TA","Gd","CBlock","Gd","TA","No","Rec",448,"Unf",448,896,"GasA","TA","SBrkr",1182,960,2142,0,2,1,4,"Gd",8,"Typ",1,"Gd","Attchd",1968,"Fin",1,509,0,72,0,NA,NA,"WD","Normal",193500,2009-06-01,2.5
82,"RM",32,4500,"Reg","Lvl","FR2","Gtl","Mitchel","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","VinylSd","VinylSd","BrkFace",443,"TA","Gd","PConc","Ex","Gd","No","GLQ",1201,"Unf",36,1237,"GasA","Ex","SBrkr",1337,0,1337,1,2,0,2,"TA",5,"Typ",0,NA,"Attchd",1998,"Fin",2,405,0,199,0,NA,NA,"WD","Normal",153500,2006-03-01,2
83,"RL",78,10206,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",468,"TA","TA","PConc","Gd","TA","No","GLQ",33,"Unf",1530,1563,"GasA","Ex","SBrkr",1563,0,1563,0,2,0,3,"Gd",6,"Typ",1,"Gd","Attchd",2007,"RFn",3,758,144,99,0,NA,NA,"WD","Normal",245000,2008-10-01,2
84,"RL",80,8892,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1960,1960,"Gable","MetalSd","MetalSd","BrkCmn",66,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",1065,1065,"GasA","Gd","SBrkr",1065,0,1065,0,1,1,3,"TA",6,"Typ",0,NA,"Detchd",1974,"Unf",2,461,74,0,0,NA,NA,"COD","Normal",126500,2007-07-01,1.5
85,"RL",21,8530,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","SLvl",7,5,1995,1996,"Gable","HdBoard","HdBoard","BrkFace",22,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",384,384,"GasA","Gd","SBrkr",804,670,1474,0,2,1,3,"TA",7,"Typ",1,"TA","BuiltIn",1995,"Fin",2,400,120,72,0,NA,"Shed","WD","Normal",168500,2009-05-01,2.5
86,"RL",121,16059,"Reg","Lvl","Corner","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1991,1992,"Hip","HdBoard","HdBoard","BrkFace",284,"Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf",1288,1288,"GasA","Ex","SBrkr",1301,1116,2417,0,2,1,4,"Gd",9,"Typ",1,"TA","Attchd",1991,"Unf",2,462,127,82,0,NA,NA,"WD","Normal",260000,2006-04-01,2.5
87,"RL",122,11911,"IR2","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","2Story",6,5,2005,2005,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",684,684,"GasA","Ex","SBrkr",684,876,1560,0,2,1,3,"Gd",6,"Typ",1,"Gd","BuiltIn",2005,"Fin",2,400,100,38,0,NA,NA,"WD","Normal",174000,2009-03-01,2.5
88,"FV",40,3951,"Reg","Lvl","Corner","Gtl","Somerst","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","VinylSd","VinylSd","Stone",76,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",612,612,"GasA","Ex","SBrkr",612,612,1224,0,2,1,2,"Gd",4,"Typ",0,NA,"Detchd",2009,"RFn",2,528,0,234,0,NA,NA,"New","Partial",164500,2009-06-01,2.5
89,"C (all)",105,8470,"IR1","Lvl","Corner","Gtl","IDOTRR","Feedr","1Fam","1.5Fin",3,2,1915,1982,"Hip","Plywood","Plywood","None",0,"Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Unf",1013,1013,"GasA","TA","SBrkr",1013,0,1526,0,1,0,2,"Fa",6,"Typ",0,NA,NA,1900,NA,0,0,0,0,156,"MnPrv",NA,"ConLD","Abnorml",85000,2009-10-01,1
90,"RL",60,8070,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",4,5,1994,1995,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",588,"Unf",402,990,"GasA","Ex","SBrkr",990,0,990,1,1,0,3,"TA",5,"Typ",0,NA,NA,1900,NA,0,0,0,0,0,NA,NA,"WD","Normal",123600,2007-08-01,1
91,"RL",60,7200,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",4,5,1950,1950,"Gable","BrkFace","Wd Sdng","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,"GasA","TA","FuseA",1040,0,1040,0,1,0,2,"TA",4,"Typ",0,NA,"Detchd",1950,"Unf",2,420,0,29,0,NA,NA,"WD","Normal",109900,2006-07-01,1
92,"RL",85,8500,"Reg","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,3,1961,1961,"Hip","HdBoard","HdBoard","BrkCmn",203,"TA","TA","CBlock","TA","TA","No","Rec",600,"Unf",635,1235,"GasA","TA","SBrkr",1235,0,1235,0,1,0,2,"TA",6,"Typ",0,NA,"Attchd",1961,"Unf",2,480,0,0,0,"GdWo",NA,"WD","Abnorml",98600,2006-12-01,1
93,"RL",80,13360,"IR1","HLS","Inside","Gtl","Crawfor","Norm","1Fam","1Story",5,7,1921,2006,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","TA","No","ALQ",713,"Unf",163,876,"GasA","Ex","SBrkr",964,0,964,1,1,0,2,"TA",5,"Typ",0,NA,"Detchd",1921,"Unf",2,432,0,0,44,NA,NA,"WD","Normal",163500,2009-08-01,1
94,"C (all)",60,7200,"Reg","Lvl","Corner","Gtl","OldTown","Norm","2fmCon","2.5Unf",6,6,1910,1998,"Hip","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Rec",1046,"Unf",168,1214,"GasW","Ex","SBrkr",1260,1031,2291,0,2,0,4,"TA",9,"Typ",1,"Gd","Detchd",1900,"Unf",2,506,0,0,0,NA,NA,"WD","Normal",133900,2007-11-01,2
95,"RL",69,9337,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",6,5,1997,1997,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","No","GLQ",648,"Unf",176,824,"GasA","Ex","SBrkr",905,881,1786,1,2,1,3,"Gd",7,"Typ",0,NA,"Attchd",1997,"RFn",2,684,0,162,0,NA,NA,"WD","Normal",204750,2007-05-01,2.5
96,"RL",21,9765,"IR2","Lvl","Corner","Gtl","Gilbert","Norm","1Fam","2Story",6,8,1993,1993,"Gable","VinylSd","VinylSd","BrkFace",68,"Ex","Gd","PConc","Gd","Gd","No","ALQ",310,"Unf",370,680,"GasA","Gd","SBrkr",680,790,1470,0,2,1,3,"TA",6,"Typ",1,"TA","BuiltIn",1993,"Fin",2,420,232,63,0,NA,"Shed","WD","Normal",185000,2009-04-01,2.5
97,"RL",78,10264,"IR1","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,1999,1999,"Gable","VinylSd","VinylSd","BrkFace",183,"Gd","TA","PConc","Gd","TA","Av","ALQ",1162,"Unf",426,1588,"GasA","Ex","SBrkr",1588,0,1588,0,2,0,3,"Gd",6,"Typ",0,NA,"Attchd",1999,"RFn",2,472,158,29,0,NA,NA,"WD","Normal",214000,2006-08-01,2
98,"RL",73,10921,"Reg","HLS","Inside","Gtl","Edwards","Norm","1Fam","1Story",4,5,1965,1965,"Hip","HdBoard","HdBoard","BrkFace",48,"TA","TA","CBlock","TA","TA","No","Rec",520,"Unf",440,960,"GasA","TA","FuseF",960,0,960,1,1,0,3,"TA",6,"Typ",0,NA,"Attchd",1965,"Fin",1,432,120,0,0,NA,NA,"WD","Normal",94750,2007-05-01,1
99,"RL",85,10625,"Reg","Lvl","Corner","Gtl","Edwards","Norm","1Fam","1Story",5,5,1920,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",108,"Unf",350,458,"GasA","Fa","SBrkr",835,0,835,0,1,0,2,"TA",5,"Typ",0,NA,"Basment",1920,"Unf",1,366,0,0,77,NA,"Shed","COD","Abnorml",83000,2010-05-01,1
100,"RL",77,9320,"IR1","Lvl","Inside","Gtl","NAmes","Norm","1Fam","1Story",4,5,1959,1959,"Gable","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",569,"Unf",381,950,"GasA","Fa","SBrkr",1225,0,1225,1,1,1,3,"TA",6,"Typ",0,NA,NA,1900,NA,0,0,352,0,0,NA,"Shed","WD","Normal",128950,2010-01-01,1.5
101,"RL",21,10603,"IR1","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,7,1977,2001,"Gable","Plywood","Plywood","BrkFace",28,"TA","TA","PConc","TA","TA","Mn","ALQ",1200,"Unf",410,1610,"GasA","Gd","SBrkr",1610,0,1610,1,2,0,3,"Gd",6,"Typ",2,"TA","Attchd",1977,"RFn",2,480,168,68,0,NA,NA,"WD","Normal",205000,2010-02-01,2
102,"RL",77,9206,"Reg","Lvl","Inside","Gtl","SawyerW","Norm","1Fam","2Story",6,5,1985,1985,"Gable","HdBoard","HdBoard","BrkFace",336,"Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf",741,741,"GasA","TA","SBrkr",977,755,1732,0,2,1,3,"Gd",7,"Typ",1,"TA","Attchd",1985,"Fin",2,476,192,46,0,NA,NA,"WD","Normal",178000,2010-06-01,2.5
103,"RL",64,7018,"Reg","Bnk","Inside","Gtl","SawyerW","Norm","Duplex","1Story",5,5,1979,1979,"Gable","HdBoard","HdBoard","None",0,"TA","Fa","Slab",NA,NA,NA,NA,0,NA,0,0,"GasA","TA","SBrkr",1535,0,1535,0,2,0,4,"TA",8,"Typ",0,NA,"Attchd",1979,"Unf",2,410,0,0,0,NA,NA,"WD","Alloca",118964,2009-06-01,2
104,"RL",94,10402,"IR1","Lvl","Corner","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2009,2009,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",1226,1226,"GasA","Ex","SBrkr",1226,0,1226,0,2,0,3,"Gd",6,"Typ",0,NA,"Attchd",2009,"RFn",3,740,0,36,0,NA,NA,"WD","Normal",198900,2010-05-01,2
105,"RM",21,7758,"Reg","Lvl","Corner","Gtl","IDOTRR","Norm","1Fam","1.5Fin",7,4,1931,1950,"Gable","Stucco","Stucco","BrkFace",600,"TA","Fa","PConc","TA","TA","No","LwQ",224,"Unf",816,1040,"GasA","Ex","FuseF",1226,592,1818,0,1,1,4,"TA",7,"Typ",2,"TA","Detchd",1951,"Unf",1,240,0,0,0,NA,NA,"WD","Normal",169500,2007-06-01,1.5
106,"FV",75,9375,"Reg","Lvl","Inside","Gtl","Somerst","Norm","1Fam","2Story",8,5,2003,2004,"Hip","VinylSd","VinylSd","BrkFace",768,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",1053,1053,"GasA","Ex","SBrkr",1053,939,1992,0,2,1,3,"Gd",9,"Typ",1,"Gd","Attchd",2003,"RFn",2,648,140,45,0,NA,NA,"WD","Normal",250000,2008-08-01,2.5
107,"RM",60,10800,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",4,7,1885,1995,"Mansard","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",641,641,"GasA","Gd","SBrkr",1047,0,1047,0,1,0,2,"TA",6,"Typ",0,NA,"Detchd",1954,"Unf",1,273,0,0,0,NA,"Shed","WD","Normal",100000,2007-08-01,1
108,"RM",50,6000,"Reg","Lvl","Inside","Gtl","OldTown","Norm","1Fam","1Story",5,5,1948,1950,"Gable","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",104,"BLQ",516,789,"GasA","Ex","SBrkr",789,0,789,0,1,0,2,"TA",5,"Typ",0,NA,"Detchd",1948,"Unf",1,250,0,0,0,NA,NA,"WD","Partial",115000,2008-04-01,1
109,"RM",85,8500,"Reg","Lvl","Corner","Gtl","IDOTRR","Artery","1Fam","1.5Fin",5,7,1919,2005,"Gable","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",793,793,"GasW","TA","FuseF",997,520,1517,0,2,0,3,"Fa",7,"Typ",0,NA,NA,1900,NA,0,0,0,0,144,NA,NA,"WD","Normal",115000,2007-08-01,2
110,"RL",105,11751,"IR1","Lvl","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,6,1977,1977,"Hip","Plywood","Plywood","BrkFace",480,"TA","TA","CBlock","Gd","TA","No","BLQ",705,"Unf",1139,1844,"GasA","Ex","SBrkr",1844,0,1844,0,2,0,3,"TA",7,"Typ",1,"TA","Attchd",1977,"RFn",2,546,0,122,0,"MnPrv",NA,"COD","Normal",190000,2010-01-01,2
111,"RL",75,9525,"Reg","Lvl","Inside","Gtl","Edwards","Norm","1Fam","1.5Fin",6,4,1954,1972,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","Fa","No","Rec",444,"Unf",550,994,"GasA","Gd","SBrkr",1216,639,1855,0,2,0,4,"TA",7,"Typ",0,NA,"Attchd",1954,"Unf",1,325,182,0,0,NA,NA,"WD","Normal",136900,2006-10-01,2
112,"RL",21,7750,"IR1","Lvl","Inside","Gtl","Gilbert","Norm","1Fam","SLvl",7,5,2000,2000,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",250,"Unf",134,384,"GasA","Ex","SBrkr",774,656,1430,0,2,1,3,"TA",7,"Typ",1,"TA","BuiltIn",2000,"Fin",2,400,180,0,0,NA,NA,"WD","Normal",180000,2010-04-01,2.5
113,"RL",77,9965,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",220,"Gd","TA","PConc","Ex","TA","Av","GLQ",984,"Unf",280,1264,"GasA","Ex","SBrkr",1282,1414,2696,1,2,1,4,"Ex",10,"Typ",1,"Gd","BuiltIn",2007,"Fin",3,792,120,184,0,NA,NA,"New","Partial",383970,2007-10-01,2.5
114,"RL",21,21000,"Reg","Bnk","Corner","Gtl","Crawfor","Norm","1Fam","1Story",6,5,1953,1953,"Hip","Wd Sdng","Wd Sdng","BrkFace",184,"TA","Gd","CBlock","Gd","TA","Mn","ALQ",35,"Rec",905,1809,"GasA","TA","SBrkr",2259,0,2259,1,2,0,3,"Gd",7,"Typ",2,"Gd","Basment",1953,"Unf",2,450,166,120,192,"MnPrv",NA,"COD","Abnorml",217000,2007-10-01,2
115,"RL",61,7259,"IR1","Lvl","Inside","Mod","Crawfor","Norm","1Fam","2Story",6,8,1945,2002,"Gambrel","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",774,"LwQ",104,1028,"GasA","Ex","SBrkr",1436,884,2320,1,2,1,3,"Gd",9,"Typ",1,"TA","Detchd",1945,"Unf",1,180,224,0,0,"MnPrv",NA,"WD","Normal",259500,2007-07-01,2.5
116,"FV",34,3230,"Reg","Lvl","Corner","Gtl","Somerst","Norm","TwnhsE","2Story",6,5,1999,1999,"Gable","MetalSd","MetalSd","BrkFace",0,"TA","TA","PConc","Gd","TA","No","GLQ",419,"Unf",310,729,"GasA","Gd","SBrkr",729,729,1458,0,2,1,2,"TA",5,"Typ",1,"Fa","Detchd",1999,"Unf",2,440,0,32,0,NA,NA,"WD","Normal",176000,2007-06-01,2.5
117,"RL",21,11616,"Reg","Lvl","Inside","Gtl","Sawyer","Norm","1Fam","1Story",5,5,1962,1962,"Gable","Wd Sdng","Wd Sdng","BrkFace",116,"TA","TA","CBlock","TA","TA","No","LwQ",170,"BLQ",252,1092,"GasA","TA","SBrkr",1092,0,1092,0,1,0,3,"TA",6,"Typ",1,"Po","Attchd",1962,"Unf",1,288,0,20,144,NA,NA,"WD","Normal",139000,2009-09-01,1
118,"RL",74,8536,"Reg","Lvl","Corner","Gtl","Edwards","Norm","1Fam","1Story",5,5,2006,2007,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",1125,1125,"GasA","Gd","SBrkr",1125,0,1125,0,1,1,2,"TA",5,"Typ",0,NA,"Attchd",2007,"Unf",2,430,80,64,0,NA,NA,"New","Partial",155000,2007-04-01,1.5
119,"RL",90,12376,"Reg","Lvl","Corner","Gtl","SawyerW","Norm","1Fam","2Story",7,5,1990,1990,"Hip","Plywood","Plywood","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",1470,"Unf",203,1673,"GasA","Gd","SBrkr",1699,1523,3222,1,3,0,5,"Gd",11,"Typ",2,"TA","Attchd",1990,"Unf",3,594,367,0,0,NA,NA,"WD","Normal",320000,2010-05-01,3
120,"RL",65,8461,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","1Fam","2Story",6,5,2005,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",728,728,"GasA","Ex","SBrkr",728,728,1456,0,2,1,3,"Gd",8,"Typ",1,"Gd","Attchd",2005,"Fin",2,390,0,24,0,NA,NA,"New","Partial",163990,2006-07-01,2.5
121,"RL",21,21453,"IR1","Low","CulDSac","Sev","ClearCr","Norm","1Fam","SLvl",6,5,1969,1969,"Flat","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","Gd","ALQ",938,"Unf",0,938,"GasA","Ex","SBrkr",988,0,988,1,1,0,1,"TA",4,"Typ",2,"TA","Attchd",1969,"Unf",2,540,0,130,0,NA,NA,"WD","Normal",180000,2006-10-01,1
122,"RM",50,6060,"Reg","Lvl","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin",4,5,1939,1950,"Gable","AsbShng","AsbShng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",732,732,"GasA","Gd","SBrkr",772,351,1123,0,1,0,3,"TA",4,"Typ",0,NA,"Detchd",1979,"Unf",1,264,0,0,140,"MnPrv",NA,"WD","Normal",100000,2007-06-01,1
