"lotfrontage","overallqual","overallcond","yearbuilt","yearremodadd","masvnrarea","bsmtfinsf1","bsmtunfsf","totalbsmtsf","x2ndflrsf","grlivarea","bedroomabvgr","kitchenabvgr","totrmsabvgrd","garageyrblt","garagecars","garagearea","openporchsf","miscval","yrsold"
76,6,6,1977,1977,0,522,574,1096,0,1118,3,1,6,1977,1,358,0,0,2008
76,6,6,1958,1958,0,662,599,1261,0,1261,3,1,6,1958,2,433,0,1400,2008
35,7,5,2006,2007,0,0,625,625,625,1250,2,1,5,2006,2,625,54,0,2008
138,5,6,1946,1994,0,152,977,1598,971,3086,3,1,12,1978.50616388687,0,0,0,0,2007
80,6,8,1932,1950,0,503,449,952,1175,2345,4,1,9,1932,2,360,0,0,2006
85,8,5,1992,2000,337,700,983,1683,743,2872,4,1,9,1992,2,541,33,0,2007
37,5,5,1984,1985,0,658,218,876,0,923,3,1,5,1984,1,264,0,0,2008
69.6447039199333,6,8,1926,2004,0,468,350,818,406,1224,3,1,5,1926,1,210,0,0,2009
54,5,6,1921,1950,0,0,731,731,523,1343,3,1,7,1921,1,186,0,0,2009
77,5,5,1954,1954,0,0,0,0,0,1124,3,1,5,1978.50616388687,0,0,36,0,2006
69.6447039199333,7,5,1990,1991,0,1216,0,1216,1216,2514,4,1,8,1990,2,693,0,0,2006
64,8,5,2008,2008,186,1480,120,1600,0,1652,2,1,5,2008,2,482,53,0,2008
160,10,5,1996,1996,0,2096,300,2396,2065,1506.50206043956,4,1,10,1996,3,813,78,0,2007
60,5,6,1920,1950,0,821,299,1120,0,1130,2,1,5,1970,2,720,0,0,2006
50,5,4,1963,1963,226,1159,413,1572,0,1572,3,1,5,1963,3,995,263,0,2007
60,5,7,1924,1950,0,392,392,784,272,1221,4,1,7,1965,1,392,0,0,2006
107,3,5,1900,1970,0,440,538,978,685,1699,3,2,7,1920,2,420,74,0,2009
89,8,5,1994,1995,0,1456,168,1624,0,1624,2,1,5,1994,3,757,114,0,2006
68,7,5,2002,2002,95,0,831,831,829,1660,3,1,7,2002,2,493,68,0,2009
60,7,5,1999,1999,0,0,994,994,776,1804,3,1,7,1999,2,442,60,0,2010
69.6447039199333,4,4,1961,1975,149,1159,90,1249,0,1622,3,1,7,1975,4,1356,0,0,2007
24,8,5,1999,2000,456,0,776,776,677,1441,2,1,5,1999,2,492,0,0,2007
60,5,8,1925,1994,0,0,702,702,630,1472,3,1,6,1925,1,250,0,0,2007
69.6447039199333,6,5,1999,1999,425,883,341,1224,0,1224,2,1,5,1999,2,402,304,0,2009
80,6,7,1969,1969,143,371,292,663,689,1352,4,1,7,1969,1,299,36,0,2010
51,6,5,2005,2005,0,0,728,728,728,1456,3,1,8,2005,2,400,24,0,2008
58,7,5,2006,2006,0,0,879,879,984,1863,4,1,9,2006,3,660,17,0,2006
65,7,6,1916,1950,0,0,815,815,875,1690,3,1,7,1916,1,225,0,0,2006
70,7,5,2001,2001,0,0,1212,1212,0,1212,3,1,6,2001,2,573,0,0,2009
75,4,5,1963,1979,51,547,504,1051,0,1382,3,1,6,1974,2,459,82,0,2006
71,4,5,1970,1970,0,0,864,864,0,864,3,1,5,1972,1,280,0,0,2006
80,7,5,1998,1998,0,0,866,866,913,1779,3,1,6,1998,2,546,36,0,2009
50,5,8,1925,1997,0,0,884,884,464,1348,3,1,5,1960,1,216,0,0,2009
75,7,5,2000,2001,171,0,1630,1630,0,1630,3,1,6,2000,2,451,234,0,2009
78,5,6,1975,1975,0,788,268,1056,0,1074,3,1,6,1975,2,495,88,0,2006
90,7,7,1990,1991,234,485,1496,2158,0,2196,3,1,7,1990,3,701,70,0,2009
69.6447039199333,4,4,1966,1966,0,1056,0,1056,0,1056,2,1,5,1966,1,384,42,0,2006
70,6,5,2003,2003,120,340,1342,1682,0,1700,3,1,7,2003,2,544,23,0,2006
70,5,7,1962,1980,0,504,319,931,0,1283,3,1,6,1980,2,506,0,0,2008
85,8,5,2006,2006,420,1220,440,1660,0,1660,3,1,8,2006,2,500,50,0,2006
70,6,5,1992,1992,0,0,1055,1055,790,1845,3,1,8,1992,2,462,104,400,2010
152,8,7,1988,2005,0,427,132,559,672,1752,4,1,8,1988,2,492,12,0,2010
50,4,6,1941,1950,0,344,328,672,0,672,2,1,4,1941,1,234,113,0,2009
69.6447039199333,4,9,1965,2001,0,648,0,648,0,960,0,1,3,1965,1,364,0,0,2006
69,5,5,1962,1962,0,784,141,925,0,999,3,1,6,1962,1,300,72,0,2006
99,5,5,1966,1966,0,180,340,894,0,894,3,1,5,1966,1,384,0,0,2007
68,6,5,1978,1978,0,0,0,0,584,1902,4,2,8,1978,2,539,0,0,2010
72,8,5,2009,2009,72,936,364,1300,0,1314,3,1,6,2009,2,552,112,0,2009
52,4,5,1947,1950,0,0,0,0,240,912,2,1,3,1978.50616388687,0,0,0,0,2006
21,6,5,1971,1971,236,0,672,672,546,1218,3,1,7,1978.50616388687,0,0,0,0,2006
66,5,5,1964,1964,0,312,0,912,0,912,2,1,5,1964,1,288,0,0,2006
55,5,5,1968,1968,0,250,210,952,0,1211,3,1,5,1968,1,322,63,0,2008
78,6,6,1949,1950,320,196,844,1040,678,1846,3,1,7,1949,1,315,0,0,2007
89,5,3,1951,1951,44,756,1380,2136,0,2136,4,1,7,1951,2,528,30,0,2006
60,7,5,2004,2005,0,724,64,788,702,1490,3,1,8,2004,2,388,75,0,2008
65,6,8,1958,1958,63,507,81,588,0,1138,3,1,6,1958,1,264,0,0,2007
86,6,5,2007,2007,74,0,894,894,1039,1933,4,1,9,2007,3,668,18,0,2008
72,5,8,1965,2008,300,595,317,912,0,912,2,1,5,1992,2,576,240,0,2008
65,9,5,2008,2008,766,1540,162,1702,0,1702,1,1,7,2008,3,1052,72,0,2008
70,5,5,1960,1960,0,666,409,1075,0,1507,4,1,7,1960,1,404,0,0,2008
69.6447039199333,5,5,1977,1977,1,498,652,1361,1259,2620,4,2,12,1977,2,600,24,24.8414550446122,2007
70,5,6,1962,1962,120,803,303,1106,0,1190,3,1,6,1962,2,540,18,0,2006
70,4,5,1962,1962,0,0,0,0,0,1224,2,2,6,1962,2,462,0,0,2007
69.6447039199333,5,5,1959,1959,180,1000,188,1188,0,1188,3,1,6,1959,2,531,0,0,2010
55,5,6,1911,1950,0,0,940,940,940,1964,4,1,7,1978.50616388687,0,0,192,0,2008
96,5,5,1914,1950,0,0,747,747,892,1784,4,1,9,1914,1,180,40,0,2006
36,7,5,2003,2003,106,0,764,764,862,1626,2,1,6,2003,2,474,27,0,2010
41,7,5,2004,2005,0,0,847,847,1101,1948,4,1,8,2004,2,434,48,0,2006
63,6,5,2005,2005,0,0,1141,1141,0,1141,3,1,6,2005,2,484,0,0,2006
64,8,5,2006,2006,32,428,1048,1476,0,1484,2,1,6,2006,2,472,33,0,2007
65,7,5,2003,2003,252,550,334,884,884,1768,3,1,8,2003,2,543,63,0,2008
83,7,6,2007,2007,0,0,1689,1689,0,1689,3,1,7,2007,3,954,56,0,2007
85,7,6,1974,1974,81,885,0,1053,0,1173,3,1,6,1974,2,528,120,0,2010
107,10,5,2006,2006,98.3259515570934,1386,690,2076,0,2076,2,1,7,2006,3,850,229,0,2006
69.6447039199333,8,7,1929,1950,0,0,792,792,725,1517,3,1,7,1931,2,400,0,0,2006
78,6,7,1984,2003,74,0,585,585,728,1868,3,1,7,1984,2,477,112,0,2007
65,7,5,2005,2006,0,0,756,756,797,1553,3,1,6,2005,2,615,45,0,2006
69.6447039199333,6,5,1976,1976,335,539,473,1012,0,1034,3,1,6,1976,3,888,0,0,2010
60,6,5,1917,1950,0,319,416,735,924,2058,3,1,8,1950,2,396,0,0,2008
60,5,7,1950,1950,0,534,246,876,0,988,3,1,6,1950,1,276,80,0,2007
93,7,5,1968,1968,0,1065,1045,2110,0,2110,3,1,8,1968,2,522,0,0,2010
69.6447039199333,7,5,2003,2003,163,0,1405,1405,0,1405,2,1,6,2003,2,478,36,0,2006
62,5,6,1968,1968,0,510,354,864,0,874,3,1,5,1968,1,288,0,600,2009
69.6447039199333,7,7,1974,2003,0,125,36,1192,651,2167,3,1,9,1974,2,518,47,0,2007
60,7,5,2003,2004,92,0,746,746,896,1656,3,1,7,2003,2,397,128,0,2008
52,6,6,1931,1950,0,425,459,884,408,1367,3,1,6,1978,1,560,0,0,2007
91,8,5,1994,1994,554,1314,672,1986,0,1987,2,1,7,1994,2,691,36,0,2008
56,5,8,1922,1950,0,0,864,864,0,864,2,1,4,1978.50616388687,0,0,96,0,2009
59,7,5,2005,2005,182,655,201,856,0,1166,2,1,5,2005,2,400,0,0,2008
65,6,8,1969,1969,0,602,14,1054,0,1054,3,1,6,1969,2,460,0,0,2008
69.6447039199333,6,5,1999,1999,0,0,841,841,783,1675,3,1,7,1999,2,502,103,0,2009
80,5,6,1956,1956,0,504,546,1050,0,1050,2,1,5,1956,1,338,0,0,2009
69.6447039199333,4,5,1957,1989,0,0,1104,1104,684,1788,5,1,8,1957,1,304,0,0,2009
60,6,6,1919,1950,0,0,764,764,764,1824,3,1,8,1940,2,520,0,0,2007
34,6,5,1998,1999,0,266,1139,1405,0,1337,2,1,5,1998,2,511,68,0,2008
35,7,5,1999,1999,218,450,241,691,739,1452,3,1,6,1999,2,506,34,0,2006
60,7,4,1910,1950,0,0,925,925,925,1889,4,2,9,1960,1,308,0,0,2007
89,9,5,2008,2009,0,0,2002,2002,0,2018,3,1,10,2009,3,746,76,0,2010
69.6447039199333,8,9,1935,1997,632,192,536,728,1479,3447,4,1,11,1982,3,1014,12,0,2008
78,5,5,1958,1958,180,460,414,874,650,1524,3,1,7,1958,1,315,0,0,2007
69.6447039199333,7,6,1979,1979,0,1258,74,1332,192,1524,0,1,4,1979,2,586,0,0,2010
69.6447039199333,6,7,1968,1968,0,0,1489,1489,0,1489,3,1,7,1968,2,462,0,0,2009
69.6447039199333,5,6,1965,1965,114,560,0,935,0,935,3,1,5,1965,1,288,0,0,2006
124,6,7,1959,2006,84,719,300,1019,0,1357,2,1,5,1959,1,312,0,0,2008
53,5,6,1910,2003,0,0,661,661,589,1250,3,1,8,1985,2,552,0,0,2007
95,5,5,1948,1950,567,220,708,928,992,1920,4,2,10,1948,2,400,0,0,2007
69.6447039199333,6,6,1972,1972,0,593,130,723,660,1395,3,1,6,1972,2,497,116,0,2009
69.6447039199333,6,5,1967,1976,359,528,1152,1680,0,1724,3,1,7,1967,2,480,0,0,2009
75,8,5,2002,2002,98.3259515570934,804,324,1128,903,2031,3,1,7,2002,2,577,211,0,2008
60,4,4,1920,1950,0,0,698,698,430,1128,2,1,6,1980,2,528,0,0,2010
67,7,5,2002,2002,110,788,785,1573,0,1573,3,1,6,2002,2,544,72,0,2009
50,7,5,1990,1990,54,1053,256,1309,0,1339,2,1,6,1990,2,484,58,0,2006
61,5,7,1977,2008,0,532,364,1040,0,1040,3,1,5,1977,2,484,0,0,2009
94,6,5,1971,1971,0,0,912,912,912,1824,4,2,8,1978.50616388687,0,0,0,0,2010
50,6,7,1919,1990,0,0,804,804,748,2447,4,1,10,1969,1,336,0,0,2010
50,6,6,1939,1950,0,0,780,780,587,1412,4,1,6,1939,1,280,0,0,2009
69.6447039199333,6,5,1963,1963,451,569,678,1328,0,1328,3,1,6,1963,2,528,26,0,2010
69.6447039199333,5,5,1964,1964,621,812,812,1624,0,1582,4,1,7,1964,2,390,198,0,2006
40,8,5,2000,2000,0,1158,343,1501,0,1659,2,1,5,2000,2,499,59,0,2009
86,8,5,2006,2006,788,0,1085,1085,850,1970,3,1,8,2006,3,753,74,0,2006
69.6447039199333,5,7,1964,1964,86,1014,138,1152,0,1152,3,1,6,1964,2,484,0,0,2010
21,5,7,1972,1972,268,231,399,630,672,1302,3,1,6,1972,1,264,0,0,2009
60,5,4,1892,1965,0,0,994,994,994,2372,4,2,11,1985,1,432,287,0,2009
78,7,5,1976,1976,0,194,638,832,832,1664,4,1,8,1976,2,528,28,0,2006
60,5,7,1955,1990,0,167,697,864,0,864,2,1,5,1957,2,572,0,0,2006
70,5,5,1968,1968,168,1016,36,1052,0,1052,3,1,5,1968,1,288,0,0,2006
80,5,6,1963,1963,148,776,344,1120,0,1128,3,1,6,1963,2,525,20,0,2008
35,6,5,2005,2006,82,547,0,547,0,1072,2,1,5,2005,2,525,44,0,2006
69.6447039199333,10,5,2008,2008,796,440.075394105552,466,1053.96641535298,950,1506.50206043956,3,1,12,2008,2,1418,292,0,2008
75,5,7,1959,1994,0,340,0,1246,0,1246,3,1,6,1959,1,305,0,0,2010
69.6447039199333,7,5,1999,1999,344,694,284,978,978,1983,3,1,9,1999,2,490,0,0,2009
69.6447039199333,6,7,1942,1950,0,547,224,771,741,1494,3,1,7,1942,1,213,0,0,2009
92,8,5,1994,1994,391,740,425,1165,1323,2526,4,1,8,1994,3,844,78,0,2006
73,7,5,2005,2005,228,0,1616,1616,0,1616,3,1,7,2005,3,834,59,0,2006
32,7,5,2004,2004,117,0,976,976,732,1708,3,1,7,2004,2,380,40,0,2006
108,9,5,2006,2007,300,1572,80,1652,0,1652,2,1,6,2006,2,840,102,0,2009
48,7,5,2005,2006,94,0,1368,1368,0,1368,2,1,6,2005,2,474,35,0,2006
60,5,5,1994,1995,0,746,244,990,0,990,3,1,5,2000,2,480,64,0,2009
100,5,7,1948,2005,0,144,172,924,0,1122,2,1,6,1948,2,528,36,0,2008
69.6447039199333,6,5,1991,1991,88,1200,78,1278,0,1294,3,1,6,1991,2,496,51,0,2008
100,7,8,1959,2002,0,1406,496,1902,0,1902,3,1,7,1959,2,567,207,0,2010
68,7,5,2005,2007,80,925,349,1274,0,1274,3,1,6,2005,2,508,98,0,2007
69.6447039199333,8,5,1990,1990,336,482,971,1453,1357,2810,4,1,9,1990,2,750,0,0,2007
108,9,5,1999,1999,165,0,1393,1393,1177,2599,4,1,10,1999,3,779,30,0,2010
60,4,6,1954,1954,0,732,216,948,0,948,3,1,5,1956,1,280,36,0,2007
85,6,5,1969,1969,0,500,176,952,1020,2112,4,1,9,1969,2,576,0,0,2008
61,8,5,2008,2008,270,0,1622,1622,0,1630,3,1,8,2008,3,860,42,0,2009
47,7,5,2006,2007,0,0,1352,1352,0,1352,2,1,5,2006,2,466,241,0,2007
69.6447039199333,8,5,2001,2002,178,0,1753,1753,0,1787,3,1,7,2001,3,748,150,0,2006
75,4,5,1954,1954,132,492,372,864,0,948,3,1,5,1954,1,248,0,0,2007
70,6,3,1957,1957,0,189,628,1478,0,1478,3,1,6,1957,2,442,0,0,2009
69.6447039199333,3,6,1949,1950,0,0,0,0,0,720,2,1,4,1955,1,287,0,0,2008
107,7,5,1992,1992,0,674,76,750,862,1923,3,1,8,1992,2,564,39,0,2010
50,4,7,1940,1950,0,280,140,420,0,708,2,1,5,1978.50616388687,0,0,0,0,2009
75,8,5,2006,2007,428,0,1795,1795,0,1795,2,1,7,2007,3,895,49,0,2007
40,4,4,1922,1950,0,0,796,796,0,796,2,1,5,1978.50616388687,0,0,0,0,2008
70,3,6,1931,2006,0,544,0,544,0,774,3,1,6,1978.50616388687,0,0,0,0,2007
60,5,9,1982,2008,0,641,175,816,0,816,3,1,5,1982,1,264,0,0,2008
60,6,7,1920,1950,0,493,1017,1510,1208,2792,5,1,8,1920,2,520,45.173883161512,1150,2008
63,7,5,1998,1998,0,0,935,935,677,1632,3,1,8,1998,2,462,28,0,2006
85,8,5,2006,2006,410,0,1588,1588,0,1588,3,1,7,2006,3,825,45,0,2007
55,5,5,1976,1976,0,483,428,911,0,954,3,1,6,1976,2,576,0,0,2006
67,4,6,1938,1958,0,690,126,816,0,816,2,1,3,1958,1,288,0,0,2009
60,5,6,1938,1995,0,0,803,803,557,1360,2,1,6,1951,1,297,65,0,2006
24,5,6,1970,1970,312,765,0,765,600,1365,3,1,7,1970,2,440,36,0,2009
80,6,5,1977,1977,360,686,664,1350,0,1334,2,1,6,1977,2,630,16,0,2009
87,5,5,1973,1973,564,0,1656,1656,0,1656,4,2,8,1973,2,506,211,0,2008
153,4,4,1941,1950,0,0,693,693,0,693,2,1,4,1978.50616388687,0,0,20,0,2006
95,7,5,2002,2002,0,700,216,916,941,1861,3,1,8,2002,2,492,91,0,2006
120,5,7,1972,1972,0,360,504,864,0,864,3,1,5,1972,1,288,0,0,2006
70,4,5,1971,1971,0,0,858,858,0,872,3,1,5,1974,4,480,0,0,2007
66,6,5,2003,2004,0,814,300,1114,0,1114,3,1,6,2004,2,576,78,0,2008
69.6447039199333,8,5,2002,2002,149,0,1284,1284,885,2169,3,1,7,2002,2,647,87,0,2007
57,6,6,1928,1950,0,0,896,896,741,1913,3,1,9,1929,2,342,0,0,2009
85,7,5,2006,2006,0,0,728,728,728,1456,3,1,8,2006,2,440,0,0,2007
50,4,4,1920,1950,0,250,710,960,0,960,2,1,5,1997,1,308,0,0,2007
69.6447039199333,7,7,1968,2003,0,297,1203,1568,0,2156,3,1,9,1968,2,508,80,0,2006
93,8,5,2006,2007,100,80,1652,1732,0,1776,3,1,7,2006,3,712,0,0,2007
69.6447039199333,7,5,1998,1998,0,1443,39,1482,0,1494,3,1,5,1998,2,514,25,0,2007
50,8,5,1872,1987,0,259,425,684,1215,2358,4,1,8,1978.50616388687,0,0,54,0,2008
91,5,5,1969,1969,368,500,748,1248,1296,2634,6,2,12,1969,4,968,0,0,2009
70,6,6,1962,1962,318,319,539,858,858,1716,4,1,8,1962,2,490,84,0,2008
50,6,9,1937,2000,0,0,698,698,390,1176,2,1,4,1999,2,624,0,0,2009
56,8,5,1995,1996,579,816,1217,2033,1185,3238,4,1,9,1996,3,666,86,0,2010
69.6447039199333,7,5,2000,2000,0,735,257,992,873,1865,3,1,7,2000,3,839,184,0,2008
102,7,6,1968,1992,143,0,570,570,698,1920,4,1,8,1968,2,487,98,0,2006
69.6447039199333,5,5,1966,1966,65,340,524,864,0,892,3,1,5,1966,1,264,0,0,2008
69.6447039199333,5,6,1971,2008,0,734,344,1078,0,1078,3,1,6,1971,2,500,0,0,2010
69.6447039199333,6,5,2000,2000,216,378,378,756,804,1573,3,1,5,2000,2,440,32,0,2010
129,9,5,2004,2005,66,1447,533,1980,0,1980,3,1,8,2004,3,770,45,0,2006
51,5,6,1921,1998,0,0,612,612,1611,2601,4,1,8,1998,2,621,0,0,2008
124,7,5,2005,2005,16,1274,256,1530,0,1530,3,1,7,2005,2,430,36,0,2009
69.6447039199333,4,4,1920,2007,0,0,715,715,457,1738,4,1,7,1920,1,368,0,0,2009
73,6,5,2006,2007,0,0,616,616,796,1412,3,1,6,2007,2,432,36,0,2007
30,7,5,2005,2005,0,0,600,600,600,1200,2,1,4,2005,2,480,166,0,2006
69.6447039199333,7,5,2000,2000,0,533,281,814,860,1674,3,1,7,2000,2,663,96,0,2010
68,7,5,1999,1999,158,633,240,873,908,1790,3,1,7,1999,2,588,88,0,2008
41,5,6,1977,1977,0,548,36,757,550,1475,4,1,6,1977,1,336,26,0,2006
69.6447039199333,6,5,2003,2004,170,685,163,848,0,848,1,1,4,2003,2,420,0,0,2009
48,8,5,2003,2003,171,370,315,1657,0,1668,3,1,8,2003,2,502,262,0,2010
90,4,6,1920,1950,0,315,420,840,534,1374,2,1,6,1967,1,338,0,0,2009
80,6,6,1955,1996,0,831,161,992,0,1661,3,1,8,1955,1,377,28,0,2008
75,7,6,1998,1998,0,975,133,1108,989,2097,3,1,8,1998,2,583,170,0,2006
69.6447039199333,10,5,2001,2002,705,1282,1351,2633,0,2633,2,1,8,2001,3,804,140,0,2007
85,7,5,2005,2005,0,0,1026,1026,932,1958,3,1,9,2005,3,936,210,0,2008
89,8,5,2007,2007,80,0,1571,1571,0,1571,3,1,7,2007,3,722,36,0,2007
52,6,5,1930,1950,0,384,384,768,0,790,2,1,4,1925,1,160,141,0,2008
60,5,5,1941,1960,0,408,156,984,620,1604,3,1,6,1977,2,660,68,0,2009
21,6,5,1973,1973,408,309,174,483,504,987,2,1,5,1973,1,264,0,0,2006
73,5,5,2006,2007,0,0,384,384,640,1394,3,1,7,2007,2,400,0,0,2008
45,3,3,1914,1950,0,203,661,864,0,864,2,1,5,1938,1,200,0,0,2010
69.6447039199333,6,7,1970,1970,0,865,340,1205,0,2117,4,1,7,1970,2,550,42,0,2008
60,7,7,1920,1950,0,0,596,596,764,1762,4,1,8,1989,2,576,0,0,2006
69.6447039199333,5,7,1918,2007,0,0,816,816,0,1416,3,1,7,2007,2,576,0,0,2007
60,6,5,1939,1950,0,204,356,560,560,1258,2,1,6,1939,1,280,0,0,2009
40,4,8,1922,2007,0,735,61,796,358,1154,3,1,7,1922,1,240,96,0,2010
80,7,5,1978,1978,184,790,133,1392,1392,2784,5,1,12,1978,2,564,112,2000,2006
60,6,7,1916,1950,0,168,0,714,862,2526,5,1,10,1916,1,216,15,0,2007
42,9,5,2006,2007,160,1320,426,1746,0,1746,3,1,7,2006,3,758,39,0,2009
60,6,6,1941,1950,0,375,360,735,349,1218,3,1,6,2003,2,440,0,0,2007
70,7,5,2000,2000,244,1400,125,1525,0,1525,3,1,6,2000,2,541,36,0,2006
65,5,5,1967,1967,0,0,1584,1584,0,1584,4,2,8,1967,3,792,152,0,2009
68,5,5,1967,1967,0,769,95,864,0,900,3,1,6,1967,1,288,144,0,2006
60,6,7,1905,2000,0,0,482,482,691,1912,3,2,7,2003,2,672,25,0,2008
53,7,5,2006,2006,45,1070,286,1356,0,1500,2,1,6,2006,3,648,20,0,2006
88,8,5,2005,2006,245,0,1094,1094,1349,2482,4,1,9,2005,3,642,39,0,2007
69.6447039199333,5,5,1948,1950,0,353,60,747,0,1687,3,1,7,1966,2,572,0,0,2010
51,5,8,1920,2004,0,0,939,939,574,1513,4,1,8,1933,1,180,0,0,2007
60,5,4,1950,1982,0,180,676,1208,768,1904,3,1,7,1950,1,240,0,0,2009
51,6,6,1925,1990,0,264,712,976,448,1608,3,1,7,1925,1,216,16,0,2009
50,6,7,1929,1950,0,0,862,862,208,1158,3,1,5,1929,1,208,0,0,2008
62,6,5,2004,2004,0,759,80,839,729,1593,3,1,8,2004,2,398,75,0,2008
64,7,5,2006,2006,0,0,1286,1286,0,1294,2,1,6,2006,2,662,55,0,2006
49,8,5,2007,2007,84,929,556,1485,0,1464,3,1,6,2007,3,754,160,0,2007
60,3,4,1915,1950,0,0,672,672,520,1214,3,1,6,1998,3,936,0,0,2006
44,8,5,2004,2005,174,1373,221,1594,0,1646,2,1,5,2004,2,482,53,0,2008
70,5,7,1972,2007,0,656,112,768,0,768,2,1,5,1988,2,396,0,0,2009
69.6447039199333,5,5,1985,1985,0,625,208,833,0,833,3,1,5,1978.50616388687,0,0,0,0,2009
60,4,7,1910,1950,0,0,622,622,622,1363,3,1,6,1966,2,528,0,0,2010
46,7,6,1986,1991,123,0,791,791,857,2093,3,1,7,1986,2,542,63,0,2008
79,7,5,2001,2001,0,666,278,944,896,1840,3,1,6,2001,2,622,45,0,2009
80,6,8,1950,2005,0,120,736,856,556,1668,3,1,6,1950,1,271,0,0,2009
60,4,5,1949,1950,0,0,0,0,0,1040,2,2,6,1956,2,420,0,0,2009
88,8,5,2005,2006,366,976,868,1844,0,1844,2,1,7,2005,2,620,44,0,2009
64,6,7,1923,2000,0,0,833,833,795,1848,4,1,8,1922,2,370,0,0,2008
51,7,5,2007,2007,130,988,398,1386,0,1569,1,1,7,2007,3,660,20,0,2009
60,4,6,1885,1950,0,0,777,777,1044,2290,4,2,11,1971,2,560,0,0,2010
69.6447039199333,8,5,1998,1998,731,781,503,1284,1140,2450,3,1,7,1998,3,1069,126,0,2009
71,5,5,1963,1963,0,25,247,1144,0,1144,3,1,6,1962,1,336,88,0,2008
69.6447039199333,6,5,1969,1969,312,1110,734,1844,0,1844,3,1,7,1969,2,540,73,0,2006
90,6,6,1968,1968,420,404,304,708,708,1416,3,1,7,1968,2,776,169,0,2006
53,6,5,1977,1977,0,360,709,1069,0,1069,2,1,4,1977,2,440,55,0,2010
37,6,5,2003,2003,170,686,162,848,0,848,1,1,3,2003,2,420,0,0,2008
69.6447039199333,6,7,1966,1966,0,0,697,697,626,2201,4,1,8,1966,2,432,236,0,2006
69.6447039199333,5,5,1958,1983,0,457,193,1024,0,1344,2,1,6,1970,1,484,28,0,2007
80,6,6,1959,1959,243,0,1252,1252,0,1252,3,1,7,1960,2,528,39,0,2008
81,7,5,1994,1994,448,1000,223,1223,904,2127,3,1,5,1994,2,525,132,0,2008
60,5,6,1945,1950,0,580,333,913,510,1558,3,1,6,1962,1,288,0,0,2008
60,5,7,1940,1992,294,510,278,788,0,804,2,1,4,1940,1,240,0,0,2010
69.6447039199333,6,7,1981,1981,310,678,762,1440,0,1440,3,1,7,1981,2,467,0,0,2007
60,5,5,2005,2005,0,0,732,732,1104,1838,4,1,7,2005,2,372,40,0,2006
69.6447039199333,6,6,1976,1976,0,958,0,958,0,958,2,1,5,1976,2,440,60,0,2009
60,4,6,1927,2007,0,0,656,656,0,968,4,1,5,1928,1,216,0,0,2007
93,6,5,2000,2000,318,0,936,936,830,1792,3,1,8,2000,2,451,0,0,2008
80,5,5,1977,1977,0,936,190,1126,0,1126,3,1,5,1977,2,484,41,0,2006
80,6,9,1962,2005,237,0,1319,1319,0,1537,3,1,7,1962,2,462,36,0,2008
60,4,6,1971,1971,0,616,248,864,0,864,3,1,5,1974,2,528,0,0,2007
96,8,5,2008,2008,426,1336,596,1932,0,1932,2,1,7,2008,3,774,66,0,2008
90,6,7,1957,1996,0,600,312,912,0,1236,2,1,6,1957,2,923,158,0,2010
80,7,6,1979,1979,96,315,114,539,685,1725,3,1,6,1979,2,550,88,0,2007
79,6,7,1922,1994,0,0,588,588,748,2555,3,1,11,1993,2,672,0,0,2008
69.6447039199333,6,5,2004,2004,147,697,151,848,0,848,1,1,3,2004,2,420,0,0,2008
85,10,5,2008,2008,160,765,252,1017,981,2007,3,1,10,2008,3,812,52,0,2009
69.6447039199333,6,6,1916,1950,0,0,952,952,0,952,2,1,4,1916,1,192,98,0,2009
63,7,5,2004,2004,106,0,1422,1422,0,1422,3,1,7,2004,2,626,60,0,2007
70,6,5,1966,1966,0,187,0,814,0,913,3,1,6,1990,1,240,0,0,2007
69.6447039199333,5,7,1962,1962,189,593,595,1188,0,1188,3,1,6,1962,1,312,39,0,2010
80,8,5,1995,1996,438,1079,141,1220,870,2090,3,1,8,1995,2,556,65,0,2007
70,4,7,1910,2000,0,0,560,560,550,1346,2,1,6,1950,1,384,24,0,2007
21,5,7,1970,1970,0,553,77,630,0,630,1,1,3,1978.50616388687,0,0,0,0,2006
60,5,5,1974,1974,0,0,896,896,896,1792,4,2,8,1978.50616388687,0,0,45,0,2009
78,8,5,2008,2009,194,0,1573,1573,0,1578,3,1,7,2008,3,840,36,0,2009
35,5,5,2005,2005,80,547,0,547,0,1072,2,1,5,2005,2,525,28,0,2006
90,5,5,2006,2006,0,0,1140,1140,0,1140,3,1,6,1978.50616388687,0,0,56,0,2006
62,7,5,2004,2005,0,410,811,1221,0,1221,2,1,6,2004,2,400,113,0,2009
62,6,5,1999,2000,0,0,953,953,694,1647,3,1,7,1999,2,460,40,0,2007
85,6,6,1978,1988,119,790,589,1542,0,2073,3,1,7,1978,2,500,0,0,2010
66,7,9,1941,2006,0,275,877,1152,1152,2340,4,1,9,1941,1,252,60,2500,2010
68,5,6,1950,1996,0,49,0,1078,0,1078,2,1,5,1950,1,240,0,0,2010
75,5,6,1965,1965,0,830,136,1256,0,1256,3,1,6,1965,1,276,68,0,2008
